timestamp,price,probability,threshold,threshold_display,question
2026-01-16 05:40:15-05:00,0.285,0.285,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 05:50:15-05:00,0.285,0.285,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 06:00:20-05:00,0.285,0.285,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 06:10:15-05:00,0.3,0.3,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 06:20:15-05:00,0.3,0.3,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 06:30:20-05:00,0.3,0.3,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 06:40:15-05:00,0.3,0.3,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 06:50:15-05:00,0.295,0.295,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 07:00:26-05:00,0.295,0.295,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 07:10:14-05:00,0.315,0.315,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 07:20:16-05:00,0.32,0.32,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 07:30:24-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 07:40:15-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 07:50:15-05:00,0.305,0.305,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 08:00:21-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 08:10:14-05:00,0.335,0.335,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 08:20:15-05:00,0.325,0.325,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 08:30:24-05:00,0.335,0.335,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 08:40:15-05:00,0.335,0.335,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 08:50:15-05:00,0.345,0.345,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 09:00:21-05:00,0.34,0.34,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 09:10:20-05:00,0.325,0.325,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 09:20:16-05:00,0.34,0.34,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 09:30:20-05:00,0.355,0.355,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 09:40:15-05:00,0.34,0.34,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 09:50:15-05:00,0.315,0.315,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 10:00:24-05:00,0.32,0.32,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 10:10:18-05:00,0.305,0.305,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 10:20:15-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 10:30:20-05:00,0.305,0.305,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 10:40:18-05:00,0.3,0.3,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 10:50:15-05:00,0.3,0.3,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 11:00:21-05:00,0.3,0.3,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 11:10:15-05:00,0.305,0.305,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 11:20:15-05:00,0.315,0.315,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 11:30:20-05:00,0.285,0.285,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 11:40:19-05:00,0.22,0.22,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 11:50:15-05:00,0.23,0.23,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 12:00:23-05:00,0.21,0.21,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 12:10:16-05:00,0.295,0.295,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 12:20:29-05:00,0.295,0.295,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 12:30:24-05:00,0.32,0.32,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 12:40:16-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 12:50:19-05:00,0.29,0.29,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 13:00:25-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 13:10:15-05:00,0.285,0.285,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 13:20:15-05:00,0.285,0.285,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 13:30:21-05:00,0.28,0.28,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 13:40:15-05:00,0.28,0.28,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 13:50:15-05:00,0.295,0.295,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 14:00:25-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 14:10:21-05:00,0.295,0.295,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 14:20:15-05:00,0.29,0.29,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 14:30:25-05:00,0.295,0.295,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 14:40:15-05:00,0.29,0.29,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 14:50:17-05:00,0.29,0.29,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 15:00:21-05:00,0.3,0.3,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 15:10:16-05:00,0.305,0.305,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 15:20:21-05:00,0.305,0.305,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 15:30:41-05:00,0.32,0.32,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 15:40:17-05:00,0.295,0.295,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 15:50:18-05:00,0.315,0.315,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 16:00:29-05:00,0.325,0.325,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 16:10:18-05:00,0.305,0.305,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 16:20:21-05:00,0.28,0.28,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 16:30:21-05:00,0.27,0.27,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 16:40:16-05:00,0.27,0.27,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 16:50:16-05:00,0.285,0.285,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 17:00:43-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 17:10:16-05:00,0.3,0.3,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 17:20:16-05:00,0.305,0.305,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 17:30:26-05:00,0.3,0.3,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 17:40:16-05:00,0.32,0.32,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 17:50:15-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 18:00:21-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 18:10:18-05:00,0.315,0.315,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 18:20:17-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 18:30:25-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 18:40:17-05:00,0.32,0.32,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 18:50:17-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 19:00:26-05:00,0.305,0.305,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 19:10:15-05:00,0.335,0.335,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 19:20:18-05:00,0.325,0.325,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 19:30:22-05:00,0.325,0.325,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 19:40:16-05:00,0.32,0.32,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 19:50:16-05:00,0.33,0.33,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 20:00:21-05:00,0.335,0.335,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 20:10:15-05:00,0.355,0.355,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 20:20:15-05:00,0.385,0.385,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 20:30:21-05:00,0.39,0.39,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 20:40:16-05:00,0.385,0.385,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 20:50:16-05:00,0.375,0.375,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 21:00:21-05:00,0.365,0.365,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 21:10:17-05:00,0.365,0.365,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 21:20:15-05:00,0.36,0.36,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 21:30:21-05:00,0.355,0.355,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 21:40:16-05:00,0.355,0.355,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 21:50:16-05:00,0.365,0.365,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 22:00:26-05:00,0.355,0.355,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 22:10:43-05:00,0.34,0.34,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 22:20:15-05:00,0.35,0.35,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 22:30:20-05:00,0.375,0.375,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 22:40:15-05:00,0.34,0.34,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 22:50:16-05:00,0.34,0.34,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 23:00:20-05:00,0.325,0.325,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 23:10:27-05:00,0.325,0.325,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 23:20:16-05:00,0.34,0.34,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 23:30:19-05:00,0.345,0.345,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 23:40:16-05:00,0.35,0.35,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-16 23:50:16-05:00,0.33,0.33,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 00:00:21-05:00,0.31,0.31,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 00:10:14-05:00,0.28,0.28,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 00:20:15-05:00,0.23,0.23,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 00:30:34-05:00,0.22,0.22,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 00:40:26-05:00,0.21,0.21,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 00:50:15-05:00,0.22,0.22,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 01:00:25-05:00,0.21,0.21,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 01:10:16-05:00,0.215,0.215,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 01:20:17-05:00,0.215,0.215,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 01:30:31-05:00,0.215,0.215,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 01:40:17-05:00,0.21,0.21,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 01:50:14-05:00,0.21,0.21,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 02:00:23-05:00,0.215,0.215,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 02:10:15-05:00,0.21,0.21,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 02:20:17-05:00,0.21,0.21,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 02:30:35-05:00,0.255,0.255,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 02:40:17-05:00,0.21,0.21,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 02:50:17-05:00,0.21,0.21,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 03:00:21-05:00,0.215,0.215,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 03:10:34-05:00,0.215,0.215,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 03:20:16-05:00,0.22,0.22,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 03:30:21-05:00,0.2,0.2,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 03:40:36-05:00,0.205,0.205,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 03:50:16-05:00,0.205,0.205,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 04:00:25-05:00,0.26,0.26,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 04:10:17-05:00,0.2,0.2,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 04:20:15-05:00,0.21,0.21,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 04:30:20-05:00,0.205,0.205,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 04:40:15-05:00,0.225,0.225,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 04:50:15-05:00,0.205,0.205,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 05:00:36-05:00,0.2,0.2,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 05:10:16-05:00,0.2,0.2,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 05:20:28-05:00,0.215,0.215,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 05:30:34-05:00,0.165,0.165,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 05:40:15-05:00,0.18,0.18,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 05:50:35-05:00,0.225,0.225,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 06:00:21-05:00,0.23,0.23,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 06:10:15-05:00,0.23,0.23,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 06:20:18-05:00,0.23,0.23,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 06:30:21-05:00,0.225,0.225,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 06:40:15-05:00,0.225,0.225,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 06:50:15-05:00,0.22,0.22,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 07:00:41-05:00,0.17,0.17,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 07:10:17-05:00,0.175,0.175,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 07:20:16-05:00,0.1,0.1,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 07:30:23-05:00,0.105,0.105,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 07:40:15-05:00,0.095,0.095,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 07:50:15-05:00,0.055,0.055,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 08:00:22-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 08:10:15-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 08:20:36-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 08:30:20-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 08:40:15-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 08:50:18-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 09:00:43-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 09:10:15-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 09:20:16-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 09:30:23-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 09:40:15-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 09:50:16-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 10:00:29-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 10:10:15-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 10:20:15-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 10:30:20-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 10:40:15-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 10:50:20-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 11:00:21-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 11:10:15-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-17 11:20:15-05:00,0.0005,0.0005,36-37,36-37°F,Will the highest temperature in New York City be between 36-37°F on January 17?
2026-01-15 06:30:25-05:00,0.48,0.48,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 06:40:15-05:00,0.48,0.48,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 06:50:38-05:00,0.31,0.31,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 07:00:27-05:00,0.32,0.32,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 07:10:14-05:00,0.31,0.31,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 07:20:17-05:00,0.265,0.265,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 07:30:23-05:00,0.275,0.275,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 07:40:15-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 07:50:15-05:00,0.33,0.33,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 08:00:22-05:00,0.31,0.31,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 08:10:14-05:00,0.285,0.285,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 08:20:19-05:00,0.255,0.255,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 08:30:43-05:00,0.25,0.25,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 08:40:15-05:00,0.29,0.29,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 08:50:18-05:00,0.295,0.295,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 09:00:21-05:00,0.29,0.29,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 09:10:15-05:00,0.29,0.29,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 09:20:16-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 09:30:24-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 09:40:15-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 09:50:15-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 10:00:25-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 10:10:49-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 10:20:15-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 10:30:21-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 10:40:19-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 10:50:15-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 11:00:21-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 11:10:16-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 11:20:16-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 11:30:22-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 11:40:16-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 11:50:22-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 12:00:29-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 12:10:17-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 12:20:17-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 12:30:23-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 12:40:17-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 12:50:18-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 13:00:40-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 13:10:19-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 13:20:18-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 13:30:27-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 13:40:17-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 13:50:17-05:00,0.335,0.335,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 14:00:28-05:00,0.33,0.33,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 14:10:19-05:00,0.33,0.33,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 14:20:18-05:00,0.33,0.33,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
2026-01-15 14:30:24-05:00,0.315,0.315,38-39,38-39°F,Will the highest temperature in New York City be between 38-39°F on January 17?
